Provincia,Partido,Localidad,Link Indec,Otros,"0,256 mbps","0,375 mbps","0,5 mbps","0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,"1,25 mbps","1,5 mbps",2 mbps,"2,2 mbps","2,5 mbps",3 mbps,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",5 mbps,6 mbps,"6,4 mbps",7 mbps,"7,5 mbps",8 mbps,9 mbps,10 mbps,11 mbps,12 mbps,13 mbps,14 mbps,15 mbps,16 mbps,17 mbps,18 mbps,19 mbps,20 mbps,21 mbps,22 mbps,23 mbps,24 mbps,25 mbps,"25,1 mbps","25,11 mbps","25,5 mbps",26 mbps,30 mbps,31 mbps,32 mbps,34 mbps,35 mbps,36 mbps,38 mbps,39 mbps,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,55 mbps,58 mbps,59 mbps,60 mbps,61 mbps,62 mbps,64 mbps,65 mbps,66 mbps,70 mbps,75 mbps,78 mbps,80 mbps,82 mbps,83 mbps,85 mbps,90 mbps,92 mbps,95 mbps,100 mbps
CORRIENTES,General Paz,Palmar Grande,18063040,,,,,1,,,,,,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Goya,Colonia Carolina,18070010,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Goya,Goya,18070020,,,,,4,,,88,,,,,,447,,,"1,640",,,562,,,,"2,733",,878,,,,,48,"1,093",,,,676,,,,,152,,,,,"5,327",,,,,,,,,,,,,"2,142",,,,,,,,,,,,,,,,,,,,"1,618"
CORRIENTES,ItatÍ,Itatí,18077010,,,,,1,,,4,,,,,,20,,,7,,,54,,,,,,312,,,,,59,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,ItatÍ,Ramada Paso,18077020,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Ituzaingó,Colonia Liebig's,18084010,,,,,1,,,20,,,285,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Ituzaingó,Ituzaingó,18084020,1,,,,1,,,172,,,,,,123,,,,,,447,,,,,,825,,,,,71,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Ituzaingó,Villa Olivari,18084050,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Lavalle,Gobernador Juan E. Martínez,18091020,,,,,1,,,,,,,,,40,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Lavalle,Lavalle,18091030,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Lavalle,Santa Lucía,18091040,1,,,,1,,,523,,,218,,,82,,,,,,8,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Mburucuyá,Mburucuyá,18098010,,,,1,1,,,,,,43,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Mercedes,Felipe Yofré,18105010,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Mercedes,Mariano I. Loza  (Est. Justino Solari),18105020,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Mercedes,Mercedes,18105030,666,,,,1,,60,17,,,,,,72,,242,,,779,382,,,,,,"1,693",,,,,181,,,,,114,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Colonia Libertad,18112010,,,,,,,,1,,,,,,1,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Estación Libertad,18112020,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Juan Pujol,18112030,,,,1,1,,,,,,,,,,,,,,123,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Mocoretá,18112040,,,,,1,,,,,,,,,1,,,,,,19,,,,,,24,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Monte Caseros,18112050,,,,,1,,,"1,097",,,171,,,210,,,,,91,559,,,,,,"1,996",,,,,58,,,,,69,,,,,39,,,,,1,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,2
CORRIENTES,Monte Caseros,Parada Acuña,18112060,,,,,,,,1,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Monte Caseros,Parada Labougle,18112070,,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,OTROS,Otros,Sin Datos,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Paso de los Libres,Bonpland,18119010,2,,,,,,,1,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Paso de los Libres,Parada Pucheta,18119020,1,,,,,,,1,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Paso de los Libres,Paso de los Libres,18119030,3,,,,1,,,356,,,,,,833,,,,,,890,,,,,,"2,257",,,,,154,,,,,119,,,,,,,,,,9,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Saladas,Saladas,18126010,,,,,2,,,15,,,,,,20,,,,,,164,,,,,,542,,,,,49,,,,,41,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Saladas,San Lorenzo,18126020,50,,,,1,,,,,,17,,,1,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Cosme,Paso de la Patria,18133020,,,,,1,,,,,,,,,163,,,15,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Cosme,San Cosme,18133030,,,,,1,,,,,,1,,,158,,,1,,,13,,,,,,79,,,,,17,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Cosme,Santa Ana,18133040,,,,,,,,,,,24,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Luis del Palmar,San Luis del Palmar,18140010,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Martín,La Cruz,18147030,,,,,1,,,5,,,,,,4,,,,,,53,,,,,,217,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Miguel,Loreto,18154010,1,,,,,,,,,,32,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Miguel,San Miguel,18154020,,,,,1,,,,,,86,,,11,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Roque,Chavarría,18161010,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),18161040,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,San Roque,San Roque,18161050,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Santo Tomé,Garruchos,18168020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,18168030,5,,,1,1,,,8,,,,,,19,,,,,,175,,,,,,812,,,,,119,,,,,85,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Santo Tomé,José Rafael Gómez,18168010,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Santo Tomé,Santo Tomé,18168040,"1,312",,,,1,,,16,,,,,,106,,,,,,732,,,,,,"1,364",,,,,157,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORRIENTES,Sauce,Sauce,18175010,0,,,,2,,,300,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Arroyo Barú,30008010,,,,,,,,33,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Colón,30008020,"2,588",,,2,2,,,29,,,202,,,134,,,47,,100,452,,,,,,635,,,,,31,,,,,206,,,,,172,,,,,14,,,,,,,,,,,,,634,,,,,,,,,,,,,,,,,,,,781
ENTRE RIOS,Colón,Colonia Hugues,30008030,28,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,El Brillante,30008100,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,El Colorado,30008100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Hambis,30008040,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Hocker,30008050,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,La Clarita,30008060,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Pueblo Liebig's,30008080,26,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,San José,30008090,815,,,,,,,17,,,,,,21,,,163,,1,240,,,,,,769,,,,,69,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Ubajay,30008100,,,,,,,,,,,,,,93,,,,,,2,,,,,,15,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Colón,Villa  Elisa,30008110,32,,,0,,,,19,,,,,,31,,,64,,,"1,268",,,,,,588,,,,,67,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Calabacilla,30015010,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Clodomiro Ledesma,30015020,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Colonia Ayuí,30015030,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Concordia,30015060,3,,,1,,,,338,,,29,,,958,,,7,,18,"2,809",,,,,,"6,663",,,,,312,,,,,111,,,,,37,,,,,6,,,,,,,,,,,,,619,,,,,,,,,,,,,,,,,,,,"1,609"
ENTRE RIOS,Concordia,Estación Yeruá,30015080,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Estación Yuquerí,30015083,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Estancia Grande,30015087,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,La Criolla,30015090,1,,,,,,,,,,4,,,2,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Los Charrúas,30015100,,,,,,,,1,,,34,,,8,,,27,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Nueva Escocia,30015110,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Osvaldo Magnasco,30015120,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Concordia,Puerto Yeruá,30015140,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Aldea Brasilera,30021010,,,,,,,,1,,,15,,,8,,,15,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Aldea Protestante,30021020,,,,,,,,41,,,37,,,77,,,15,,2,40,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Aldea Spatzenkutter,30021050,,,,,,,,1,,,26,,,7,,,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Aldea Valle María,30021060,,,,,,,,4,,,136,,,6,,,70,,85,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Colonia Ensayo,30021070,,,,,,,,,,,3,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Diamante,30021080,,,,,,,,15,,,217,,,60,,,101,,3,400,,,,,,"1,607",,"1,130",,,140,,,,,136,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Estación Camps,30021090,,,,,,,,,,,19,,,9,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,General Alvear,30021100,,,,,,,,,,,10,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,General Racedo,30021110,,,,,,,,1,,,13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,General Ramírez,30021120,1,,,,1,,,10,,,50,,,45,,,4,,6,107,,,,,,397,,,,,62,,,,,36,,,,,,,,,,"1,852",,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,2
ENTRE RIOS,Diamante,Otros,Sin Datos,,,,,,,,,,,62,,,,,,49,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Strobel,30021120,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Diamante,Villa Libertador San Martín,30021150,,,,,,,,7,,,170,,,41,,,148,,,225,,,,,,601,,,,,141,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Chajarí,30028010,1,,,,,,,27,,,,,,64,,,,,,542,,,,,,"2,375",,46,,,61,,,,,"6,036",,,,,,,,,,"2,682",,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Colonia Alemana,30028020,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Colonia Ensanche Sauce,30028090,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Colonia La Argentina,30028040,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Colonia Peña,30028050,6,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Colonia Santa María,30028040,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Federación,30028070,35,,,,,,,10,,,,,,14,,,,,,129,,,,,,756,,,,,152,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Los Conquistadores,30028080,,,,,,,,,,,,,,,,,,,111,205,,,,,,58,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,San Jaime de la Frontera,30028090,,,,,,,,,,,,,,,,,,,,5,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,San Pedro,30028100,5,,,,,,,,,,,,,,,,,,,49,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,San Ramón,30028105,3,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Santa Ana,30028110,1,,,,,,,,,,,,,,,,,,,10,,,,,,216,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,Villa del Rosario,30028120,1,,,,,,,,,,,,,,,,,,,89,,,,,,259,,,,,,,,,,102,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,Conscripto Bernardi,30035010,,,,,,,,2,,,44,,,1,,,,,31,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,El Cimarrón,30035020,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,Federal,30035030,"1,100",,,,,,,4,,,36,,,10,,,,,159,214,,,,,,151,,,,,4,,,,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,Nueva Vizcaya,30035040,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,Sauce de Luna,30035050,,,,1,,,,1,,,224,,,43,,,,,50,243,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Feliciano,San José de Feliciano,30042010,,,,2,,,,,,,,,,,,,,,461,174,,,,,,67,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Feliciano,San Víctor,30042020,,,,,,,,,,,,,,,,,,,18,12,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguay,General Galarza,30049030,2,,,,,,,135,,,336,,,78,,,4,,52,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguay,Gualeguay,30049040,750,,,1,,,,351,,,111,,,"1,081",,,,,69,"1,075",,,,,,"3,541",,5,,,274,,,15,,57,,,,,34,,,,,6,,,,,,,,,,,,,"1,065",,,,,,,,,,,,,,,,,,,,787
ENTRE RIOS,Gualeguaychú,Aldea San Antonio,30056010,,,,1,,,,,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Aldea San Juan,30056020,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Enrique Carbó,30056030,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Faustino M. Parera,30056040,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Gilbert,30056060,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Gualeguaychú,30056070,2,,,,,,,"2,122",,,4,,,"2,089",,1,,,,"1,587",,,,2,,"3,108",,193,,,638,,,175,,123,,,,,316,,,,,12,,,,,,,,,,,,,"6,498",,,,,,,,,,,,,,,,,,,,"6,435"
ENTRE RIOS,Gualeguaychú,Larroque,30056090,,,,,,,,2,,,,,,449,,,,,,400,,,,,,190,,,,,26,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,Pueblo General Belgrano,30056100,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,5,,,,,,6,,1,,,,,22,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,523
ENTRE RIOS,Gualeguaychú,Urdinarrain,30056110,,,,,,,,1,,,,,,7,,,4,,,"1,336",,,,,,594,,,,,55,,,,,33,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Ceibas,30063020,,,,,,,,31,,,9,,,6,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Ibicuy,30063030,,,,,,,,370,,,105,,,12,,,37,,34,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Médanos,30063040,,,,,,,,29,,,6,,,5,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Otros,Sin Datos,,,,,,,,23,,,7,,,,,,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Villa Paranacito,30063060,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,Bovril,30070010,,,,,,,,1,,,1,,,493,,,,,607,,,,,,,9,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,Colonia Avigdor,30070020,,,,,,,,,,,58,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,El Solar,30070030,,,,,,,,,,,,,,,,,,,13,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,La Paz,30070040,,,,,,,,58,,,,,,713,,,1,,"1,482",580,,,,"1,471",3,"1,234",,259,,,72,,,1,,108,,,,,16,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
